Posted Date,Type,Description,Amount,Account,Notes,Balance,Raw Description
2024-11-19T05:00:00+00,deposit,PREAUTHORIZED CREDIT UMR HCCLAIMPMT CK9531409500881416 6944100*1391995276 *0000UMR01\\,185.70,0625,,101761.02,PREAUTHORIZED CREDIT UMR HCCLAIMPMT CK9531409500881416 6944100*1391995276 *0000UMR01\\
2024-11-19T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24173B1000029705-0 *1870409820*199999 999\\",68.43,0625,,101829.45,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24173B1000029705-0 *1870409820*199999 999\\"
2024-11-19T05:00:00+00,deposit,PREAUTHORIZED CREDIT UMR HCCLAIMPMT CJ2291409468234416 6911453*1391995276 *0000UMR01\\,130.35,0625,,101959.80,PREAUTHORIZED CREDIT UMR HCCLAIMPMT CJ2291409468234416 6911453*1391995276 *0000UMR01\\
2024-11-19T05:00:00+00,deposit,PREAUTHORIZED CREDIT SH-FEDERAL EMPLO HCCLAIMPMT 24173B1000015637-0 *1870409820*199999 999\\,236.42,0625,,102196.22,PREAUTHORIZED CREDIT SH-FEDERAL EMPLO HCCLAIMPMT 24173B1000015637-0 *1870409820*199999 999\\
2024-11-20T05:00:00+00,withdrawal,CHECK,-412.75,0625,,101783.47,CHECK
2024-11-20T05:00:00+00,withdrawal,CHECK,-468.58,0625,,101314.89,CHECK
2024-11-20T05:00:00+00,withdrawal,PREAUTHORIZED WD IPFS866-412-1823 IPFSPMTCOD 240626 363105,-159.21,0625,,101155.68,PREAUTHORIZED WD IPFS866-412-1823 IPFSPMTCOD 240626 363105
2024-11-20T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 700275619*18760005 25\\,175.17,0625,,101330.85,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 700275619*18760005 25\\
2024-11-22T05:00:00+00,withdrawal,CHECK,-85.39,0625,,101245.46,CHECK
2024-11-22T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24178B1000080883-0 *1870409820*199999 999\\",108.14,0625,,101353.60,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24178B1000080883-0 *1870409820*199999 999\\"
2024-11-22T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT TZ85495848*1411289 245*000087726\\,214.44,0625,,101568.04,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT TZ85495848*1411289 245*000087726\\
2024-11-22T05:00:00+00,deposit,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172123742*4870200 138*870200138\\,220.10,0625,,101788.14,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172123742*4870200 138*870200138\\
2024-11-26T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24180B1000037528-0 *1870409820*199999 999\\",371.68,0625,,102159.82,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24180B1000037528-0 *1870409820*199999 999\\"
2024-11-27T05:00:00+00,withdrawal,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240703 465698325,-901.12,0625,,101258.70,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240703 465698325
2024-11-27T05:00:00+00,deposit,PREAUTHORIZED CREDIT AARP Supplementa HCCLAIMPMT 91092755154*136273 9571*000036273\\,195.95,0625,,101454.65,PREAUTHORIZED CREDIT AARP Supplementa HCCLAIMPMT 91092755154*136273 9571*000036273\\
2024-11-29T05:00:00+00,withdrawal,CHECK,-592.73,0625,,100861.92,CHECK
2024-11-29T05:00:00+00,deposit,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172128174*4870200 138*870200138\\,65.80,0625,,100927.72,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172128174*4870200 138*870200138\\
2024-12-02T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24185B1000074582-0 *1870409820*199999 999\\",79.34,0625,,101007.06,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24185B1000074582-0 *1870409820*199999 999\\"
2024-12-03T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24187B1000060054-0 *1870409820*199999 999\\",356.90,0625,,101363.96,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24187B1000060054-0 *1870409820*199999 999\\"
2024-12-03T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24187B1000028004-0 *1870409820*199999 999\\",92.83,0625,,101456.79,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24187B1000028004-0 *1870409820*199999 999\\"
2024-12-04T05:00:00+00,withdrawal,CHECK,-391.42,0625,,101065.37,CHECK
2024-12-04T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 80608961*187600052 5\\,152.63,0625,,101218.00,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 80608961*187600052 5\\
2024-12-04T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 700276789*18760005 25\\,119.46,0625,,101337.46,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 700276789*18760005 25\\
2024-12-06T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24192B1000130875-0 *1870409820*199999 999\\",229.57,0625,,101567.03,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24192B1000130875-0 *1870409820*199999 999\\"
2024-12-06T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24192B1000068010-0 *1870409820*199999 999\\",128.27,0625,,101695.30,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24192B1000068010-0 *1870409820*199999 999\\"
2024-12-06T05:00:00+00,deposit,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172132739*4870200 138*870200138\\,54.06,0625,,101749.36,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172132739*4870200 138*870200138\\
2024-12-06T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT TZ86983803*1411289 245*000087726\\,381.04,0625,,102130.40,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT TZ86983803*1411289 245*000087726\\
2024-12-10T05:00:00+00,withdrawal,CHECK 208,-338.43,0625,,101791.97,CHECK 208
2024-12-10T05:00:00+00,withdrawal,CHECK 207,-230.07,0625,,101561.90,CHECK 207
2024-12-10T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24194B1000023515-0 *1870409820*199999 999\\",153.18,0625,,101715.08,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24194B1000023515-0 *1870409820*199999 999\\"
2024-12-10T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24194B1000066924-0 *1870409820*199999 999\\",99.57,0625,,101814.65,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24194B1000066924-0 *1870409820*199999 999\\"
2024-12-11T05:00:00+00,withdrawal,CHECK 209,-361.71,0625,,101452.94,CHECK 209
2024-12-11T05:00:00+00,withdrawal,PREAUTHORIZED WD ADVANCEDMD SOFTW DEBIT 240717,-162.88,0625,,101290.06,PREAUTHORIZED WD ADVANCEDMD SOFTW DEBIT 240717
2024-12-11T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 80609893*187600052 5\\,165.87,0625,,101455.93,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 80609893*187600052 5\\
2024-12-11T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 700277322*18760005 25\\,215.53,0625,,101671.46,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 700277322*18760005 25\\
2024-12-12T05:00:00+00,withdrawal,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240718 465698325,-2110.06,0625,,99561.40,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240718 465698325
2024-12-13T05:00:00+00,withdrawal,CHECK 210,-583.22,0625,,98978.18,CHECK 210
2024-12-13T05:00:00+00,withdrawal,PREAUTHORIZED WD COMCAST CABLE 240719,-79.56,0625,,98898.62,PREAUTHORIZED WD COMCAST CABLE 240719
2024-12-13T05:00:00+00,withdrawal,PREAUTHORIZED WD WEBTIMECLOCK.COM WEBTIMECLK 240719,-55.00,0625,,98843.62,PREAUTHORIZED WD WEBTIMECLOCK.COM WEBTIMECLK 240719
2024-12-13T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24199B1000172888-0 *1870409820*199999 999\\",319.21,0625,,99162.83,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24199B1000172888-0 *1870409820*199999 999\\"
2024-12-13T05:00:00+00,deposit,PREAUTHORIZED CREDIT AARP Supplementa HCCLAIMPMT 11100646904*136273 9571*000036273\\,39.54,0625,,99202.37,PREAUTHORIZED CREDIT AARP Supplementa HCCLAIMPMT 11100646904*136273 9571*000036273\\
2024-12-13T05:00:00+00,deposit,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172136767*4870200 138*870200138\\,68.10,0625,,99270.47,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172136767*4870200 138*870200138\\
2024-12-17T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24201B1000045267-0 *1870409820*199999 999\\",167.27,0625,,99437.74,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24201B1000045267-0 *1870409820*199999 999\\"
2024-12-17T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24201B1000093035-0 *1870409820*199999 999\\",173.89,0625,,99611.63,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24201B1000093035-0 *1870409820*199999 999\\"
2024-12-17T05:00:00+00,deposit,PREAUTHORIZED CREDIT UMR HCCLAIMPMT CK9591509771392419 7924702*1391995276 *0000UMR01\\,149.13,0625,,99760.76,PREAUTHORIZED CREDIT UMR HCCLAIMPMT CK9591509771392419 7924702*1391995276 *0000UMR01\\
2024-12-18T05:00:00+00,withdrawal,CHECK 212,-688.06,0625,,99072.70,CHECK 212
2024-12-18T05:00:00+00,withdrawal,PREAUTHORIZED WD TRAVELERS BUS INSUR 240724 BPITBI170627567,-119.60,0625,,98953.10,PREAUTHORIZED WD TRAVELERS BUS INSUR 240724 BPITBI170627567
2024-12-19T05:00:00+00,deposit,PREAUTHORIZED CREDIT AARP Supplementa HCCLAIMPMT 11103395549*136273 9571*000036273\\,124.21,0625,,99077.31,PREAUTHORIZED CREDIT AARP Supplementa HCCLAIMPMT 11103395549*136273 9571*000036273\\
2024-12-20T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT TZ88331612*1411289 245*000087726\\,301.91,0625,,99379.22,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT TZ88331612*1411289 245*000087726\\
2024-12-20T05:00:00+00,deposit,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172140364*4870200 138*870200138\\,99.71,0625,,99478.93,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172140364*4870200 138*870200138\\
2024-12-23T05:00:00+00,withdrawal,CHECK 211,-413.26,0625,,99065.67,CHECK 211
2024-12-23T05:00:00+00,deposit,PREAUTHORIZED CREDIT SH-RIO TINTO AME HCCLAIMPMT 24206B1000026680-0 *1870409820*199999 999\\,60.01,0625,,99125.68,PREAUTHORIZED CREDIT SH-RIO TINTO AME HCCLAIMPMT 24206B1000026680-0 *1870409820*199999 999\\
2024-12-23T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24206B1000159559-0 *1870409820*199999 999\\",151.93,0625,,99277.61,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24206B1000159559-0 *1870409820*199999 999\\"
2024-12-23T05:00:00+00,deposit,PREAUTHORIZED CREDIT SH-INTERMTN EMPL HCCLAIMPMT 24206B1000013507-0 *1870409820*199999 999\\,116.43,0625,,99394.04,PREAUTHORIZED CREDIT SH-INTERMTN EMPL HCCLAIMPMT 24206B1000013507-0 *1870409820*199999 999\\
2024-12-24T05:00:00+00,withdrawal,PREAUTHORIZED WD WORKFORCE SERVIC UTAH UITAX 240730 2073354,-144.03,0625,,99250.01,PREAUTHORIZED WD WORKFORCE SERVIC UTAH UITAX 240730 2073354
2024-12-24T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24208B1000080102-0 *1870409820*199999 999\\",163.07,0625,,99413.08,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24208B1000080102-0 *1870409820*199999 999\\"
2024-12-25T05:00:00+00,deposit,PREAUTHORIZED CREDIT Optum HCCLAIMPMT 2497264394*1272337 487*0000LIFE1\\,126.79,0625,,99539.87,PREAUTHORIZED CREDIT Optum HCCLAIMPMT 2497264394*1272337 487*0000LIFE1\\
2024-12-26T05:00:00+00,withdrawal,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240801 465698325,-1279.00,0625,,98260.87,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240801 465698325
2024-12-26T05:00:00+00,deposit,PREAUTHORIZED CREDIT AARP Supplementa HCCLAIMPMT 11106717818*136273 9571*000036273\\,111.91,0625,,98372.78,PREAUTHORIZED CREDIT AARP Supplementa HCCLAIMPMT 11106717818*136273 9571*000036273\\
2024-12-27T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24213B1000145199-0 *1870409820*199999 999\\",109.47,0625,,98482.25,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24213B1000145199-0 *1870409820*199999 999\\"
2024-12-27T05:00:00+00,deposit,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172145500*4870200 138*870200138\\,182.46,0625,,98664.71,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172145500*4870200 138*870200138\\
2024-12-27T05:00:00+00,deposit,PREAUTHORIZED CREDIT SH-RIO TINTO AME HCCLAIMPMT 24213B1000024731-0 *1870409820*199999 999\\,105.75,0625,,98770.46,PREAUTHORIZED CREDIT SH-RIO TINTO AME HCCLAIMPMT 24213B1000024731-0 *1870409820*199999 999\\
2024-12-27T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24213B1000070140-0 *1870409820*199999 999\\",165.95,0625,,98936.41,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24213B1000070140-0 *1870409820*199999 999\\"
2024-12-27T05:00:00+00,deposit,PREAUTHORIZED CREDIT SH-INTERMTN EMPL HCCLAIMPMT 24213B1000012498-0 *1870409820*199999 999\\,165.63,0625,,99102.04,PREAUTHORIZED CREDIT SH-INTERMTN EMPL HCCLAIMPMT 24213B1000012498-0 *1870409820*199999 999\\
2025-01-01T05:00:00+00,withdrawal,CHECK 214,-253.76,0625,,98848.28,CHECK 214
2025-01-01T05:00:00+00,withdrawal,PREAUTHORIZED WD IPFS866-412-1823 IPFSPMTCOD 240807 363105,-222.52,0625,,98625.76,PREAUTHORIZED WD IPFS866-412-1823 IPFSPMTCOD 240807 363105
2025-01-02T05:00:00+00,withdrawal,CHECK 215,-456.64,0625,,98169.12,CHECK 215
2025-01-02T05:00:00+00,withdrawal,CHECK 213,-436.50,0625,,97732.62,CHECK 213
2025-01-03T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24220B1000159260-0 *1870409820*199999 999\\",148.09,0625,,97880.71,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24220B1000159260-0 *1870409820*199999 999\\"
2025-01-07T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24222B1000038359-0 *1870409820*199999 999\\",193.04,0625,,98073.75,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24222B1000038359-0 *1870409820*199999 999\\"
2025-01-07T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24222B1000081486-0 *1870409820*199999 999\\",170.56,0625,,98244.31,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24222B1000081486-0 *1870409820*199999 999\\"
2025-01-09T05:00:00+00,withdrawal,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240815 465698325,-1451.10,0625,,96793.21,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240815 465698325
2025-01-10T05:00:00+00,withdrawal,CHECK 216,-792.88,0625,,96000.33,CHECK 216
2025-01-10T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24227B1000082342-0 *1870409820*199999 999\\",111.65,0625,,96111.98,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24227B1000082342-0 *1870409820*199999 999\\"
2025-01-10T05:00:00+00,deposit,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172153787*4870200 138*870200138\\,121.74,0625,,96233.72,PREAUTHORIZED CREDIT Regence BCBSU HCCLAIMPMT 0172153787*4870200 138*870200138\\
2025-01-13T05:00:00+00,withdrawal,CHECK 218,-387.61,0625,,95846.11,CHECK 218
2025-01-13T05:00:00+00,withdrawal,PREAUTHORIZED WD ADVANCEDMD SOFTW DEBIT 240819,-160.12,0625,,95685.99,PREAUTHORIZED WD ADVANCEDMD SOFTW DEBIT 240819
2025-01-14T05:00:00+00,withdrawal,PREAUTHORIZED WD WEBTIMECLOCK.COM WEBTIMECLK 240820,-35.00,0625,,95650.99,PREAUTHORIZED WD WEBTIMECLOCK.COM WEBTIMECLK 240820
2025-01-14T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24229B1000074715-0 *1870409820*199999 999\\",128.48,0625,,95779.47,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24229B1000074715-0 *1870409820*199999 999\\"
2025-01-15T05:00:00+00,deposit,PREAUTHORIZED CREDIT UHC Benefits Pla HCCLAIMPMT SW15270592*1473221 444*000087726\\,137.01,0625,,95916.48,PREAUTHORIZED CREDIT UHC Benefits Pla HCCLAIMPMT SW15270592*1473221 444*000087726\\
2025-01-15T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 80614525*187600052 5\\,145.71,0625,,96062.19,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 80614525*187600052 5\\
2025-01-16T05:00:00+00,withdrawal,CHECK 220,-900.67,0625,,95161.52,CHECK 220
2025-01-16T05:00:00+00,withdrawal,CHECK 217,-167.79,0625,,94993.73,CHECK 217
2025-01-17T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24234B1000150719-0 *1870409820*199999 999\\",90.91,0625,,95084.64,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24234B1000150719-0 *1870409820*199999 999\\"
2025-01-17T05:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT TZ91176355*1411289 245*000087726\\,54.50,0625,,95139.14,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT TZ91176355*1411289 245*000087726\\
2025-01-20T05:00:00+00,deposit,PREAUTHORIZED CREDIT UMR HCCLAIMPMT CJ2291609471823422 9332275*1391995276 *0000UMR01\\,232.57,0625,,95371.71,PREAUTHORIZED CREDIT UMR HCCLAIMPMT CJ2291609471823422 9332275*1391995276 *0000UMR01\\
2025-01-21T05:00:00+00,withdrawal,PREAUTHORIZED WD IPFS866-412-1823 IPFSPMTCOD 240827 363105,-161.34,0625,,95210.37,PREAUTHORIZED WD IPFS866-412-1823 IPFSPMTCOD 240827 363105
2025-01-21T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24236B1000048260-0 *1870409820*199999 999\\",160.71,0625,,95371.08,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24236B1000048260-0 *1870409820*199999 999\\"
2025-01-21T05:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24236B1000097453-0 *1870409820*199999 999\\",241.44,0625,,95612.52,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24236B1000097453-0 *1870409820*199999 999\\"
2025-01-22T05:00:00+00,withdrawal,CHECK 222,-851.91,0625,,94760.61,CHECK 222
2025-01-22T05:00:00+00,withdrawal,PREAUTHORIZED WD TRAVELERS BUS INSUR 240828 1512014,-125.63,0625,,94634.98,PREAUTHORIZED WD TRAVELERS BUS INSUR 240828 1512014
2025-01-23T05:00:00+00,withdrawal,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240829 465698325,-1620.11,0625,,93014.87,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240829 465698325
2025-01-24T05:00:00+00,withdrawal,CHECK 223,-251.10,0625,,92763.77,CHECK 223
2025-01-24T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 24241B1000159724-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",94.96,0625,,92858.73,"SH-SELECTHEALTH, HCCLAIMPMT 24241B1000159724-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-01-24T05:00:00+00,deposit,UNITEDHEALTHCARE HCCLAIMPMT TZ91875290*1411289 245*000087726\\ PREAUTHORIZED CREDIT,281.59,0625,,93140.32,UNITEDHEALTHCARE HCCLAIMPMT TZ91875290*1411289 245*000087726\\ PREAUTHORIZED CREDIT
2025-01-24T05:00:00+00,deposit,Regence BCBSU - HCCLAIMPMT 0240965650*4870200 138*870200138\\ PREAUTHORIZED CREDIT,100.80,0625,,93241.12,Regence BCBSU - HCCLAIMPMT 0240965650*4870200 138*870200138\\ PREAUTHORIZED CREDIT
2025-01-24T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 24241B1000066670-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",124.44,0625,,93365.56,"SH-SELECTHEALTH, HCCLAIMPMT 24241B1000066670-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-01-24T05:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172163350*4870200 138*870200138\\ PREAUTHORIZED CREDIT,81.63,0625,,93447.19,Regence BCBSU HCCLAIMPMT 0172163350*4870200 138*870200138\\ PREAUTHORIZED CREDIT
2025-01-28T05:00:00+00,withdrawal,COMCAST CABLE 240903 PREAUTHORIZED WD,-351.04,0625,,93096.15,COMCAST CABLE 240903 PREAUTHORIZED WD
2025-01-28T05:00:00+00,withdrawal,QuestarGas QuestarGas 240903 PREAUTHORIZED WD,-190.18,0625,,92905.97,QuestarGas QuestarGas 240903 PREAUTHORIZED WD
2025-01-29T05:00:00+00,withdrawal,CHECK 224,-871.54,0625,,92034.43,CHECK 224
2025-01-29T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 24243B1000084969-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",117.81,0625,,92152.24,"SH-SELECTHEALTH, HCCLAIMPMT 24243B1000084969-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-01-30T05:00:00+00,withdrawal,CHECK 226,-391.65,0625,,91760.59,CHECK 226
2025-01-30T05:00:00+00,withdrawal,CHECK 225,-290.31,0625,,91470.28,CHECK 225
2025-01-31T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 24248B1000132301-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",158.40,0625,,91628.68,"SH-SELECTHEALTH, HCCLAIMPMT 24248B1000132301-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-01-31T05:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172166823*4870200 138*870200138\\ PREAUTHORIZED CREDIT,107.50,0625,,91736.18,Regence BCBSU HCCLAIMPMT 0172166823*4870200 138*870200138\\ PREAUTHORIZED CREDIT
2025-01-31T05:00:00+00,deposit,UNITEDHEALTHCARE HCCLAIMPMT TZ92604542*1411289 245*000087726\\ PREAUTHORIZED CREDIT,223.49,0625,,91959.67,UNITEDHEALTHCARE HCCLAIMPMT TZ92604542*1411289 245*000087726\\ PREAUTHORIZED CREDIT
2025-01-31T05:00:00+00,deposit,SH-INTERMTN EMPL HCCLAIMPMT 24248B1000013004-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT,82.50,0625,,92042.17,SH-INTERMTN EMPL HCCLAIMPMT 24248B1000013004-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT
2025-01-31T05:00:00+00,deposit,UnitedHealthcare HCCLAIMPMT 31268897*141128924 5*000087726\\ PREAUTHORIZED CREDIT,105.06,0625,,92147.23,UnitedHealthcare HCCLAIMPMT 31268897*141128924 5*000087726\\ PREAUTHORIZED CREDIT
2025-02-03T05:00:00+00,withdrawal,CHECK 227,-575.22,0625,,91572.01,CHECK 227
2025-02-04T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 24250B1000080231-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",85.51,0625,,91657.52,"SH-SELECTHEALTH, HCCLAIMPMT 24250B1000080231-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-02-06T05:00:00+00,withdrawal,INTUIT PAYROLL S QUICKBOOKS 240912 465698325 PREAUTHORIZED WD,-775.35,0625,,90882.17,INTUIT PAYROLL S QUICKBOOKS 240912 465698325 PREAUTHORIZED WD
2025-02-07T05:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172171339*4870200 138*870200138\\ PREAUTHORIZED CREDIT,235.86,0625,,91118.03,Regence BCBSU HCCLAIMPMT 0172171339*4870200 138*870200138\\ PREAUTHORIZED CREDIT
2025-02-07T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 24255B1000161428-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",150.49,0625,,91268.52,"SH-SELECTHEALTH, HCCLAIMPMT 24255B1000161428-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-02-07T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 24255B1000079612-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",195.94,0625,,91464.46,"SH-SELECTHEALTH, HCCLAIMPMT 24255B1000079612-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
